user,(0; 0),(0; 230),(0; 273),(0; 290),(0; 289),(0; 275),(0; 239),(0; 232),(1; 0),(1; 613),(1; 633),(1; 623),(2; 0),(2; 294),(2; 296),(2; 332),(2; 339),(2; 319),(3; 0),(3; 471),(3; 496),(3; 497),(3; 441),(3; 480),(3; 447),(3; 491),(4; 0),(4; 457),(4; 459),(5; 0),(5; 283),(5; 286),(5; 284),(6; 0),(7; 0),(7; 465),(7; 467),(9; 0),(9; 619),(9; 634),(11; 0),(11; 434),(11; 440),(11; 451),(11; 436),(12; 0),(12; 483),(12; 502),(13; 18),(13; 691),(13; 700),(14; 0),(14; 417),(14; 445),(14; 423),(15; 0),(16; 89),(16; 609),(16; 631),(16; 629),(17; 89),(17; 776),(18; 0),(18; 458),(18; 459),(18; 461),(19; 0),(1; 552),(1; 561),(1; 565),(1; 619),(1; 617),(1; 621),(0; 235),(2; 295),(3; 444),(4; 338),(4; 344),(4; 371),(4; 534),(5; 316),(5; 318),(6; 403),(6; 407),(7; 480),(7; 470),(7; 424),(7; 445),(7; 466),(7; 475),(8; 0),(8; 288),(8; 315),(9; 557),(9; 573),(9; 609),(9; 567),(10; 0),(10; 583),(10; 589),(10; 596),(11; 401),(11; 410),(12; 498),(12; 443),(12; 457),(12; 451),(13; 723),(13; 696),(13; 0),(14; 372),(14; 374),(14; 448),(14; 413),(15; 531),(15; 556),(15; 532),(15; 478),(15; 482),(17; 780),(17; 82),(18; 422),(18; 430),(18; 428),(18; 460),(19; 497),(19; 501),(19; 521),(0; 231),(1; 577),(2; 351),(4; 510),(6; 373),(6; 378),(7; 478),(9; 654),(9; 656),(9; 621),(11; 450),(12; 453),(12; 454),(12; 513),(12; 484),(13; 728),(13; 698),(14; 452),(14; 424),(14; 453),(17; 790),(18; 467),(19; 500),(7; 442),(7; 425),(9; 558),(10; 536),(10; 568),(11; 448),(13; 714),(13; 5),(13; 693),(13; 732),(13; 2),(13; 692),occ_(0; 0),occ_(0; 230),occ_(0; 273),occ_(0; 290),occ_(0; 289),occ_(0; 275),occ_(0; 239),occ_(0; 232),occ_(1; 0),occ_(1; 613),occ_(1; 633),occ_(1; 623),occ_(2; 0),occ_(2; 294),occ_(2; 296),occ_(2; 332),occ_(2; 339),occ_(2; 319),occ_(3; 0),occ_(3; 471),occ_(3; 496),occ_(3; 497),occ_(3; 441),occ_(3; 480),occ_(3; 447),occ_(3; 491),occ_(4; 0),occ_(4; 457),occ_(4; 459),occ_(5; 0),occ_(5; 283),occ_(5; 286),occ_(5; 284),occ_(6; 0),occ_(7; 0),occ_(7; 465),occ_(7; 467),occ_(9; 0),occ_(9; 619),occ_(9; 634),occ_(11; 0),occ_(11; 434),occ_(11; 440),occ_(11; 451),occ_(11; 436),occ_(12; 0),occ_(12; 483),occ_(12; 502),occ_(13; 18),occ_(13; 691),occ_(13; 700),occ_(14; 0),occ_(14; 417),occ_(14; 445),occ_(14; 423),occ_(15; 0),occ_(16; 89),occ_(16; 609),occ_(16; 631),occ_(16; 629),occ_(17; 89),occ_(17; 776),occ_(18; 0),occ_(18; 458),occ_(18; 459),occ_(18; 461),occ_(19; 0),occ_(1; 552),occ_(1; 561),occ_(1; 565),occ_(1; 619),occ_(1; 617),occ_(1; 621),occ_(0; 235),occ_(2; 295),occ_(3; 444),occ_(4; 338),occ_(4; 344),occ_(4; 371),occ_(4; 534),occ_(5; 316),occ_(5; 318),occ_(6; 403),occ_(6; 407),occ_(7; 480),occ_(7; 470),occ_(7; 424),occ_(7; 445),occ_(7; 466),occ_(7; 475),occ_(8; 0),occ_(8; 288),occ_(8; 315),occ_(9; 557),occ_(9; 573),occ_(9; 609),occ_(9; 567),occ_(10; 0),occ_(10; 583),occ_(10; 589),occ_(10; 596),occ_(11; 401),occ_(11; 410),occ_(12; 498),occ_(12; 443),occ_(12; 457),occ_(12; 451),occ_(13; 723),occ_(13; 696),occ_(13; 0),occ_(14; 372),occ_(14; 374),occ_(14; 448),occ_(14; 413),occ_(15; 531),occ_(15; 556),occ_(15; 532),occ_(15; 478),occ_(15; 482),occ_(17; 780),occ_(17; 82),occ_(18; 422),occ_(18; 430),occ_(18; 428),occ_(18; 460),occ_(19; 497),occ_(19; 501),occ_(19; 521),occ_(0; 231),occ_(1; 577),occ_(2; 351),occ_(4; 510),occ_(6; 373),occ_(6; 378),occ_(7; 478),occ_(9; 654),occ_(9; 656),occ_(9; 621),occ_(11; 450),occ_(12; 453),occ_(12; 454),occ_(12; 513),occ_(12; 484),occ_(13; 728),occ_(13; 698),occ_(14; 452),occ_(14; 424),occ_(14; 453),occ_(17; 790),occ_(18; 467),occ_(19; 500),occ_(7; 442),occ_(7; 425),occ_(9; 558),occ_(10; 536),occ_(10; 568),occ_(11; 448),occ_(13; 714),occ_(13; 5),occ_(13; 693),occ_(13; 732),occ_(13; 2),occ_(13; 692),avg_(0; 0),avg_(0; 230),avg_(0; 273),avg_(0; 290),avg_(0; 289),avg_(0; 275),avg_(0; 239),avg_(0; 232),avg_(1; 0),avg_(1; 613),avg_(1; 633),avg_(1; 623),avg_(2; 0),avg_(2; 294),avg_(2; 296),avg_(2; 332),avg_(2; 339),avg_(2; 319),avg_(3; 0),avg_(3; 471),avg_(3; 496),avg_(3; 497),avg_(3; 441),avg_(3; 480),avg_(3; 447),avg_(3; 491),avg_(4; 0),avg_(4; 457),avg_(4; 459),avg_(5; 0),avg_(5; 283),avg_(5; 286),avg_(5; 284),avg_(6; 0),avg_(7; 0),avg_(7; 465),avg_(7; 467),avg_(9; 0),avg_(9; 619),avg_(9; 634),avg_(11; 0),avg_(11; 434),avg_(11; 440),avg_(11; 451),avg_(11; 436),avg_(12; 0),avg_(12; 483),avg_(12; 502),avg_(13; 18),avg_(13; 691),avg_(13; 700),avg_(14; 0),avg_(14; 417),avg_(14; 445),avg_(14; 423),avg_(15; 0),avg_(16; 89),avg_(16; 609),avg_(16; 631),avg_(16; 629),avg_(17; 89),avg_(17; 776),avg_(18; 0),avg_(18; 458),avg_(18; 459),avg_(18; 461),avg_(19; 0),avg_(1; 552),avg_(1; 561),avg_(1; 565),avg_(1; 619),avg_(1; 617),avg_(1; 621),avg_(0; 235),avg_(2; 295),avg_(3; 444),avg_(4; 338),avg_(4; 344),avg_(4; 371),avg_(4; 534),avg_(5; 316),avg_(5; 318),avg_(6; 403),avg_(6; 407),avg_(7; 480),avg_(7; 470),avg_(7; 424),avg_(7; 445),avg_(7; 466),avg_(7; 475),avg_(8; 0),avg_(8; 288),avg_(8; 315),avg_(9; 557),avg_(9; 573),avg_(9; 609),avg_(9; 567),avg_(10; 0),avg_(10; 583),avg_(10; 589),avg_(10; 596),avg_(11; 401),avg_(11; 410),avg_(12; 498),avg_(12; 443),avg_(12; 457),avg_(12; 451),avg_(13; 723),avg_(13; 696),avg_(13; 0),avg_(14; 372),avg_(14; 374),avg_(14; 448),avg_(14; 413),avg_(15; 531),avg_(15; 556),avg_(15; 532),avg_(15; 478),avg_(15; 482),avg_(17; 780),avg_(17; 82),avg_(18; 422),avg_(18; 430),avg_(18; 428),avg_(18; 460),avg_(19; 497),avg_(19; 501),avg_(19; 521),avg_(0; 231),avg_(1; 577),avg_(2; 351),avg_(4; 510),avg_(6; 373),avg_(6; 378),avg_(7; 478),avg_(9; 654),avg_(9; 656),avg_(9; 621),avg_(11; 450),avg_(12; 453),avg_(12; 454),avg_(12; 513),avg_(12; 484),avg_(13; 728),avg_(13; 698),avg_(14; 452),avg_(14; 424),avg_(14; 453),avg_(17; 790),avg_(18; 467),avg_(19; 500),avg_(7; 442),avg_(7; 425),avg_(9; 558),avg_(10; 536),avg_(10; 568),avg_(11; 448),avg_(13; 714),avg_(13; 5),avg_(13; 693),avg_(13; 732),avg_(13; 2),avg_(13; 692),(0; 0; 0),(0; 0; 273),(0; 273; 0),(0; 273; 273),(1; 0; 0),(1; 613; 0),(1; 623; 0),(1; 0; 613),(1; 613; 613),(1; 623; 613),(1; 0; 623),(1; 613; 623),(1; 623; 623),(2; 0; 0),(2; 294; 0),(2; 295; 0),(2; 319; 0),(2; 0; 294),(2; 294; 294),(2; 295; 294),(2; 319; 294),(2; 0; 295),(2; 294; 295),(2; 295; 295),(2; 319; 295),(2; 0; 319),(2; 294; 319),(2; 295; 319),(2; 319; 319),(3; 0; 0),(4; 0; 0),(4; 338; 0),(4; 344; 0),(4; 0; 338),(4; 338; 338),(4; 344; 338),(4; 0; 344),(4; 338; 344),(4; 344; 344),(4; 0; 457),(4; 0; 459),(4; 457; 0),(4; 459; 0),(4; 457; 457),(4; 459; 457),(4; 457; 459),(4; 459; 459),(5; 0; 0),(6; 0; 0),(7; 0; 0),(7; 424; 0),(7; 0; 424),(7; 424; 424),(7; 0; 442),(7; 424; 442),(7; 442; 0),(7; 442; 424),(7; 442; 442),(7; 0; 465),(7; 424; 465),(7; 442; 465),(7; 0; 478),(7; 424; 478),(7; 442; 478),(7; 465; 0),(7; 478; 0),(7; 465; 465),(7; 478; 465),(7; 465; 478),(7; 478; 478),(7; 0; 425),(7; 425; 0),(7; 425; 465),(7; 0; 467),(7; 424; 467),(7; 425; 467),(7; 467; 0),(8; 0; 0),(9; 0; 0),(9; 557; 0),(9; 573; 0),(9; 0; 557),(9; 557; 557),(9; 573; 557),(9; 0; 573),(9; 557; 573),(9; 573; 573),(9; 0; 619),(9; 557; 619),(9; 573; 619),(9; 0; 621),(9; 557; 621),(9; 573; 621),(9; 619; 0),(9; 621; 0),(9; 619; 619),(9; 621; 619),(9; 619; 621),(9; 621; 621),(9; 619; 557),(9; 621; 557),(9; 0; 567),(9; 619; 567),(9; 621; 567),(9; 619; 573),(9; 621; 573),(9; 567; 0),(9; 567; 557),(9; 557; 567),(9; 567; 567),(9; 573; 567),(9; 567; 573),(9; 0; 558),(9; 557; 558),(9; 567; 558),(9; 573; 558),(9; 558; 0),(9; 558; 557),(9; 558; 558),(10; 0; 0),(10; 536; 0),(10; 568; 0),(10; 0; 536),(10; 536; 536),(10; 568; 536),(10; 0; 568),(10; 536; 568),(10; 568; 568),(11; 0; 0),(11; 0; 434),(11; 0; 448),(11; 0; 451),(11; 434; 0),(11; 448; 0),(11; 451; 0),(11; 434; 434),(11; 448; 434),(11; 451; 434),(11; 0; 401),(11; 0; 410),(11; 401; 0),(11; 410; 0),(11; 401; 401),(11; 410; 401),(11; 401; 410),(11; 410; 410),(12; 0; 0),(12; 0; 483),(12; 0; 513),(12; 483; 0),(12; 513; 0),(12; 483; 483),(12; 513; 483),(12; 483; 513),(12; 513; 513),(12; 0; 443),(12; 483; 443),(12; 513; 443),(12; 0; 457),(12; 483; 457),(12; 513; 457),(12; 443; 0),(12; 457; 0),(12; 443; 443),(12; 457; 443),(12; 443; 457),(12; 457; 457),(13; 18; 18),(13; 18; 691),(13; 18; 714),(13; 691; 18),(13; 714; 18),(13; 691; 691),(13; 714; 691),(13; 691; 714),(13; 714; 714),(13; 18; 723),(13; 691; 723),(13; 714; 723),(13; 18; 0),(13; 0; 0),(13; 0; 18),(13; 18; 5),(13; 5; 18),(13; 693; 18),(13; 693; 691),(13; 18; 693),(13; 691; 693),(13; 693; 693),(13; 18; 696),(13; 696; 18),(13; 696; 691),(13; 18; 732),(13; 691; 732),(13; 696; 732),(13; 732; 18),(13; 732; 691),(13; 732; 732),(13; 18; 700),(13; 691; 700),(13; 732; 700),(13; 0; 691),(13; 0; 732),(13; 691; 696),(13; 700; 18),(13; 700; 691),(13; 696; 696),(13; 700; 696),(13; 696; 700),(13; 700; 700),(13; 700; 732),(13; 732; 723),(13; 723; 18),(13; 723; 691),(13; 723; 696),(13; 2; 0),(13; 0; 2),(13; 2; 2),(13; 18; 2),(13; 692; 18),(13; 692; 691),(13; 18; 692),(13; 691; 692),(13; 692; 692),(13; 18; 698),(13; 698; 18),(13; 698; 691),(13; 691; 698),(13; 698; 698),score,wrong
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
